Time,L29
12/06/2014 16:59,39.091
12/06/2014 18:29,39.652
12/06/2014 19:59,38.717
12/06/2014 21:29,39.278
12/06/2014 22:59,39.403
13/06/2014 00:29,38.904
13/06/2014 01:59,39.029
13/06/2014 03:29,38.967
13/06/2014 04:59,38.842
13/06/2014 06:29,38.468
13/06/2014 07:59,38.094
13/06/2014 09:29,38.406
13/06/2014 10:59,38.593
13/06/2014 12:29,38.219
13/06/2014 13:59,38.78
13/06/2014 15:29,38.593
13/06/2014 16:59,38.967
13/06/2014 18:29,38.78
13/06/2014 19:59,38.343
13/06/2014 21:29,38.343
13/06/2014 22:59,38.593
14/06/2014 00:29,38.842
14/06/2014 01:59,38.593
14/06/2014 03:29,38.904
14/06/2014 04:59,38.842
14/06/2014 06:29,39.278
14/06/2014 07:59,39.278
14/06/2014 09:29,39.403
14/06/2014 10:59,39.403
14/06/2014 12:29,38.53
14/06/2014 13:59,38.904
14/06/2014 15:29,39.029
14/06/2014 16:59,38.904
14/06/2014 18:29,38.967
14/06/2014 19:59,38.78
14/06/2014 21:29,38.655
14/06/2014 22:59,38.904
15/06/2014 00:29,38.78
15/06/2014 01:59,39.091
15/06/2014 03:29,38.967
15/06/2014 04:59,38.842
15/06/2014 06:29,39.216
15/06/2014 07:59,39.34
15/06/2014 09:29,38.904
15/06/2014 10:59,39.34
15/06/2014 12:29,38.468
15/06/2014 13:59,38.406
15/06/2014 15:29,38.842
15/06/2014 16:59,39.029
15/06/2014 18:29,38.842
15/06/2014 19:59,38.967
15/06/2014 21:29,38.842
15/06/2014 22:59,39.029
16/06/2014 00:29,39.34
16/06/2014 01:59,39.216
16/06/2014 03:29,39.091
16/06/2014 04:59,39.153
16/06/2014 06:29,38.904
16/06/2014 07:59,38.967
16/06/2014 09:29,38.78
16/06/2014 10:59,39.527
16/06/2014 12:29,38.655
16/06/2014 13:59,39.091
16/06/2014 15:29,38.593
16/06/2014 16:59,38.717
16/06/2014 18:29,38.967
16/06/2014 19:59,38.967
16/06/2014 21:29,38.655
16/06/2014 22:59,38.78
17/06/2014 00:29,38.717
17/06/2014 01:59,38.967
17/06/2014 03:29,38.904
17/06/2014 04:59,38.904
17/06/2014 06:29,39.216
17/06/2014 07:59,39.091
17/06/2014 09:29,39.216
17/06/2014 10:59,39.465
17/06/2014 12:29,39.216
17/06/2014 13:59,38.717
17/06/2014 15:29,39.153
17/06/2014 16:59,39.091
17/06/2014 18:29,39.278
17/06/2014 19:59,38.655
17/06/2014 21:29,38.904
17/06/2014 22:59,39.34
18/06/2014 00:29,39.278
18/06/2014 01:59,39.216
18/06/2014 03:29,38.904
18/06/2014 04:59,39.091
18/06/2014 06:29,39.403
18/06/2014 07:59,39.153
18/06/2014 09:29,39.278
18/06/2014 10:59,39.278
18/06/2014 12:29,39.34
18/06/2014 13:59,38.717
18/06/2014 15:29,39.091
18/06/2014 16:59,39.216
18/06/2014 18:29,39.091
18/06/2014 19:59,38.967
18/06/2014 21:29,38.717
18/06/2014 22:59,38.842
19/06/2014 00:29,38.842
19/06/2014 01:59,39.029
19/06/2014 03:29,38.967
19/06/2014 04:59,39.029
19/06/2014 06:29,39.465
19/06/2014 07:59,39.153
19/06/2014 09:29,38.343
19/06/2014 10:59,38.967
19/06/2014 12:29,38.593
19/06/2014 13:59,38.406
19/06/2014 15:29,38.593
19/06/2014 16:59,39.153
19/06/2014 18:29,39.403
19/06/2014 19:59,38.717
19/06/2014 21:29,38.717
19/06/2014 22:59,38.904
20/06/2014 00:29,39.153
20/06/2014 01:59,39.029
20/06/2014 03:29,39.029
20/06/2014 04:59,38.842
20/06/2014 06:29,39.34
20/06/2014 07:59,38.967
20/06/2014 09:29,39.278
20/06/2014 10:59,39.153
20/06/2014 12:29,38.967
20/06/2014 13:59,39.029
20/06/2014 15:29,38.967
20/06/2014 16:59,38.343
20/06/2014 18:29,38.967
20/06/2014 19:59,39.403
20/06/2014 21:29,39.029
20/06/2014 22:59,38.717
21/06/2014 00:29,38.904
21/06/2014 01:59,39.153
21/06/2014 03:29,39.465
21/06/2014 04:59,39.216
21/06/2014 06:29,39.091
21/06/2014 07:59,39.278
21/06/2014 09:29,38.717
21/06/2014 10:59,38.406
21/06/2014 12:29,38.032
21/06/2014 13:59,38.281
21/06/2014 15:29,38.904
21/06/2014 16:59,39.34
21/06/2014 18:29,38.655
21/06/2014 19:59,38.593
21/06/2014 21:29,38.343
21/06/2014 22:59,38.842
22/06/2014 00:29,39.153
22/06/2014 01:59,39.403
22/06/2014 03:29,39.403
22/06/2014 04:59,39.091
22/06/2014 06:29,38.717
22/06/2014 07:59,38.78
22/06/2014 09:29,38.468
22/06/2014 10:59,38.904
22/06/2014 12:29,38.593
22/06/2014 13:59,38.967
22/06/2014 15:29,39.091
22/06/2014 16:59,38.406
22/06/2014 18:29,39.153
22/06/2014 19:59,38.78
22/06/2014 21:29,38.842
22/06/2014 22:59,38.967
23/06/2014 00:29,38.842
23/06/2014 01:59,39.029
23/06/2014 03:29,39.527
23/06/2014 04:59,39.34
23/06/2014 06:29,38.78
23/06/2014 07:59,39.652
23/06/2014 09:29,39.091
23/06/2014 10:59,38.78
23/06/2014 12:29,38.904
23/06/2014 13:59,38.842
23/06/2014 15:29,39.091
23/06/2014 16:59,39.403
23/06/2014 18:29,39.34
23/06/2014 19:59,38.904
23/06/2014 21:29,38.904
23/06/2014 22:59,39.34
24/06/2014 00:29,39.216
24/06/2014 01:59,39.278
24/06/2014 03:29,39.465
24/06/2014 04:59,39.153
24/06/2014 06:29,39.34
24/06/2014 07:59,39.34
24/06/2014 09:29,39.652
24/06/2014 10:59,39.59
24/06/2014 12:29,39.091
24/06/2014 13:59,39.777
24/06/2014 15:29,39.901
24/06/2014 16:59,39.652
24/06/2014 18:29,39.465
24/06/2014 19:59,39.029
24/06/2014 21:29,39.216
24/06/2014 22:59,39.091
25/06/2014 00:29,39.278
25/06/2014 01:59,39.278
25/06/2014 03:29,39.34
25/06/2014 04:59,39.278
25/06/2014 06:29,39.465
25/06/2014 07:59,39.652
25/06/2014 09:29,38.904
25/06/2014 10:59,39.34
25/06/2014 12:29,39.216
25/06/2014 13:59,38.717
25/06/2014 15:29,38.904
25/06/2014 16:59,39.091
25/06/2014 18:29,39.403
25/06/2014 19:59,38.655
25/06/2014 21:29,38.655
25/06/2014 22:59,38.904
26/06/2014 00:29,38.967
26/06/2014 01:59,39.091
26/06/2014 03:29,38.967
26/06/2014 04:59,38.842
26/06/2014 06:29,38.717
26/06/2014 07:59,39.091
26/06/2014 09:29,39.216
26/06/2014 10:59,38.967
26/06/2014 12:29,39.153
26/06/2014 13:59,39.216
26/06/2014 15:29,39.216
26/06/2014 16:59,38.967
26/06/2014 18:29,39.091
26/06/2014 19:59,38.655
26/06/2014 21:29,38.53
26/06/2014 22:59,38.717
27/06/2014 00:29,39.029
27/06/2014 01:59,39.029
27/06/2014 03:29,39.091
27/06/2014 04:59,38.967
27/06/2014 06:29,38.655
27/06/2014 07:59,39.59
27/06/2014 09:29,39.527
27/06/2014 10:59,39.527
27/06/2014 12:29,39.278
27/06/2014 13:59,38.904
27/06/2014 15:29,38.593
27/06/2014 16:59,39.153
27/06/2014 18:29,39.153
27/06/2014 19:59,38.593
27/06/2014 21:29,38.78
27/06/2014 22:59,38.53
28/06/2014 00:29,39.029
28/06/2014 01:59,38.78
28/06/2014 03:29,38.904
28/06/2014 04:59,38.78
28/06/2014 06:29,39.527
28/06/2014 07:59,39.029
28/06/2014 09:29,38.967
28/06/2014 10:59,38.593
28/06/2014 12:29,39.091
28/06/2014 13:59,39.029
28/06/2014 15:29,39.153
28/06/2014 16:59,38.967
28/06/2014 18:29,39.091
28/06/2014 19:59,38.717
28/06/2014 21:29,38.717
28/06/2014 22:59,38.904
29/06/2014 00:29,38.967
29/06/2014 01:59,39.091
29/06/2014 03:29,38.904
29/06/2014 04:59,38.78
29/06/2014 06:29,39.34
29/06/2014 07:59,38.842
29/06/2014 09:29,39.091
29/06/2014 10:59,39.278
29/06/2014 12:29,39.153
29/06/2014 13:59,38.78
29/06/2014 15:29,39.029
29/06/2014 16:59,38.967
29/06/2014 18:29,38.842
29/06/2014 19:59,38.78
29/06/2014 21:29,38.717
29/06/2014 22:59,38.78
30/06/2014 00:29,39.216
30/06/2014 01:59,38.967
30/06/2014 03:29,39.029
30/06/2014 04:59,38.967
30/06/2014 06:29,39.278
30/06/2014 07:59,38.655
30/06/2014 09:29,38.967
30/06/2014 10:59,38.593
30/06/2014 12:29,38.593
30/06/2014 13:59,39.029
30/06/2014 15:29,38.406
30/06/2014 16:59,38.53
30/06/2014 18:29,38.219
30/06/2014 19:59,38.593
30/06/2014 21:29,38.468
30/06/2014 22:59,38.842
01/07/2014 00:29,39.029
01/07/2014 01:59,39.091
01/07/2014 03:29,39.029
01/07/2014 04:59,38.78
01/07/2014 06:29,39.029
01/07/2014 07:59,39.403
01/07/2014 09:29,39.091
01/07/2014 10:59,39.216
01/07/2014 12:29,39.091
01/07/2014 13:59,39.216
01/07/2014 15:29,38.967
01/07/2014 16:59,38.967
01/07/2014 18:29,39.153
01/07/2014 19:59,38.904
01/07/2014 21:29,38.967
01/07/2014 22:59,38.967
02/07/2014 00:29,39.278
02/07/2014 01:59,39.216
02/07/2014 03:29,39.34
02/07/2014 04:59,39.153
02/07/2014 06:29,38.593
02/07/2014 07:59,38.281
02/07/2014 09:29,38.468
02/07/2014 10:59,38.406
02/07/2014 12:29,39.029
02/07/2014 13:59,39.216
02/07/2014 15:29,38.904
02/07/2014 16:59,38.842
02/07/2014 18:29,38.593
02/07/2014 19:59,38.593
02/07/2014 21:29,38.717
02/07/2014 22:59,38.904
03/07/2014 00:29,39.714
03/07/2014 01:59,39.714
03/07/2014 03:29,39.59
03/07/2014 04:59,39.527
03/07/2014 06:29,39.527
03/07/2014 07:59,39.465
03/07/2014 09:29,38.967
03/07/2014 10:59,39.777
03/07/2014 12:29,39.216
03/07/2014 13:59,39.59
03/07/2014 15:29,39.714
03/07/2014 16:59,39.59
03/07/2014 18:29,39.714
03/07/2014 19:59,38.717
03/07/2014 21:29,38.655
03/07/2014 22:59,39.403
04/07/2014 00:29,39.714
04/07/2014 01:59,39.34
04/07/2014 03:29,39.029
04/07/2014 04:59,39.216
04/07/2014 06:29,39.59
04/07/2014 07:59,39.216
04/07/2014 09:29,39.34
04/07/2014 10:59,39.091
04/07/2014 12:29,39.278
04/07/2014 13:59,39.465
04/07/2014 15:29,39.527
04/07/2014 16:59,39.403
04/07/2014 18:29,39.278
04/07/2014 19:59,39.091
04/07/2014 21:29,39.278
04/07/2014 22:59,39.527
05/07/2014 00:29,39.216
05/07/2014 01:59,39.465
05/07/2014 03:29,39.465
05/07/2014 04:59,39.403
05/07/2014 06:29,39.34
05/07/2014 07:59,39.901
05/07/2014 09:29,39.714
05/07/2014 10:59,39.465
05/07/2014 12:29,39.029
05/07/2014 13:59,39.091
05/07/2014 15:29,38.904
05/07/2014 16:59,38.842
05/07/2014 18:29,38.593
05/07/2014 19:59,38.343
05/07/2014 21:29,38.78
05/07/2014 22:59,38.655
06/07/2014 00:29,38.468
06/07/2014 01:59,38.343
06/07/2014 03:29,38.78
06/07/2014 04:59,38.406
06/07/2014 06:29,38.53
06/07/2014 07:59,38.967
06/07/2014 09:29,38.53
06/07/2014 10:59,39.029
06/07/2014 12:29,38.406
06/07/2014 13:59,39.091
06/07/2014 15:29,39.091
06/07/2014 16:59,39.091
06/07/2014 18:29,39.091
06/07/2014 19:59,38.842
06/07/2014 21:29,38.53
06/07/2014 22:59,38.53
07/07/2014 00:29,38.655
07/07/2014 01:59,38.53
07/07/2014 03:29,38.78
07/07/2014 04:59,38.717
07/07/2014 06:29,39.029
07/07/2014 07:59,39.153
07/07/2014 09:29,39.029
07/07/2014 10:59,38.655
07/07/2014 12:29,38.655
07/07/2014 13:59,38.406
07/07/2014 15:29,38.842
07/07/2014 16:59,38.78
07/07/2014 18:29,39.153
07/07/2014 19:59,38.842
07/07/2014 21:29,38.78
07/07/2014 22:59,38.967
08/07/2014 00:29,38.967
08/07/2014 01:59,39.278
08/07/2014 03:29,39.527
08/07/2014 04:59,39.34
08/07/2014 06:29,39.34
08/07/2014 07:59,39.465
08/07/2014 09:29,39.527
08/07/2014 10:59,38.468
08/07/2014 12:29,38.343
08/07/2014 13:59,39.091
08/07/2014 15:29,39.278
08/07/2014 16:59,39.403
08/07/2014 18:29,39.216
08/07/2014 19:59,38.967
08/07/2014 21:29,38.967
08/07/2014 22:59,39.091
09/07/2014 00:29,39.278
09/07/2014 01:59,39.527
09/07/2014 03:29,39.59
09/07/2014 04:59,39.216
09/07/2014 06:29,39.153
09/07/2014 07:59,39.153
09/07/2014 09:29,39.34
09/07/2014 10:59,38.593
09/07/2014 12:29,39.091
09/07/2014 13:59,38.593
09/07/2014 15:29,38.904
09/07/2014 16:59,39.216
09/07/2014 18:29,39.278
09/07/2014 19:59,38.717
09/07/2014 21:29,38.717
09/07/2014 22:59,39.029
10/07/2014 00:29,39.029
10/07/2014 01:59,38.904
10/07/2014 03:29,39.029
10/07/2014 04:59,39.029
10/07/2014 06:29,39.34
10/07/2014 07:59,39.278
10/07/2014 09:29,38.967
10/07/2014 10:59,39.153
10/07/2014 12:29,38.967
10/07/2014 13:59,38.53
10/07/2014 15:29,39.091
10/07/2014 16:59,38.967
10/07/2014 18:29,39.216
10/07/2014 19:59,38.593
10/07/2014 21:29,38.593
10/07/2014 22:59,39.029
11/07/2014 00:29,39.091
11/07/2014 01:59,39.403
11/07/2014 03:29,39.153
11/07/2014 04:59,38.967
11/07/2014 06:29,39.278
11/07/2014 07:59,39.216
11/07/2014 09:29,38.967
11/07/2014 10:59,38.967
11/07/2014 12:29,39.216
11/07/2014 13:59,38.406
11/07/2014 15:29,39.153
11/07/2014 16:59,39.403
11/07/2014 18:29,39.029
11/07/2014 19:59,38.468
11/07/2014 21:29,38.842
11/07/2014 22:59,38.967
12/07/2014 00:29,39.465
12/07/2014 01:59,39.465
12/07/2014 03:29,39.465
12/07/2014 04:59,39.652
12/07/2014 06:29,39.59
12/07/2014 07:59,39.029
12/07/2014 09:29,39.527
12/07/2014 10:59,39.091
12/07/2014 12:29,38.904
