Time,L29
12/07/2014 13:59,38.343
12/07/2014 15:29,38.78
12/07/2014 16:59,39.029
12/07/2014 18:29,38.78
12/07/2014 19:59,38.717
12/07/2014 21:29,38.904
12/07/2014 22:59,38.967
13/07/2014 00:29,38.967
13/07/2014 01:59,39.465
13/07/2014 03:29,39.34
13/07/2014 04:59,39.403
13/07/2014 06:29,39.091
13/07/2014 07:59,38.842
13/07/2014 09:29,39.091
13/07/2014 10:59,38.904
13/07/2014 12:29,38.655
13/07/2014 13:59,39.652
13/07/2014 15:29,39.527
13/07/2014 16:59,39.278
13/07/2014 18:29,39.59
13/07/2014 19:59,38.78
13/07/2014 21:29,39.091
13/07/2014 22:59,39.652
14/07/2014 00:29,40.213
14/07/2014 01:59,40.026
14/07/2014 03:29,39.964
14/07/2014 04:59,39.777
14/07/2014 06:29,39.465
14/07/2014 07:59,39.465
14/07/2014 09:29,39.029
14/07/2014 10:59,39.34
14/07/2014 12:29,39.34
14/07/2014 13:59,39.029
14/07/2014 15:29,38.967
14/07/2014 16:59,39.091
14/07/2014 18:29,39.029
14/07/2014 19:59,38.967
14/07/2014 21:29,39.216
14/07/2014 22:59,39.714
15/07/2014 00:29,39.403
15/07/2014 01:59,39.901
15/07/2014 03:29,40.15
15/07/2014 04:59,39.901
15/07/2014 06:29,39.465
15/07/2014 07:59,39.34
15/07/2014 09:29,39.34
15/07/2014 10:59,39.091
15/07/2014 12:29,39.278
15/07/2014 13:59,39.216
15/07/2014 15:29,39.091
15/07/2014 16:59,38.78
15/07/2014 18:29,38.468
15/07/2014 19:59,38.78
15/07/2014 21:29,38.717
15/07/2014 22:59,39.527
16/07/2014 00:29,39.153
16/07/2014 01:59,39.278
16/07/2014 03:29,39.465
16/07/2014 04:59,39.029
16/07/2014 06:29,39.153
16/07/2014 07:59,39.278
16/07/2014 09:29,39.465
16/07/2014 10:59,39.59
16/07/2014 12:29,39.278
16/07/2014 13:59,39.777
16/07/2014 15:29,39.652
16/07/2014 16:59,39.216
16/07/2014 18:29,39.403
16/07/2014 19:59,39.527
16/07/2014 21:29,39.714
16/07/2014 22:59,39.714
17/07/2014 00:29,39.901
17/07/2014 01:59,40.088
17/07/2014 03:29,39.839
17/07/2014 04:59,39.59
17/07/2014 06:29,39.216
17/07/2014 07:59,39.465
17/07/2014 09:29,39.465
17/07/2014 10:59,39.403
17/07/2014 12:29,39.403
17/07/2014 13:59,39.091
17/07/2014 15:29,39.216
17/07/2014 16:59,38.842
17/07/2014 18:29,39.527
17/07/2014 19:59,39.091
17/07/2014 21:29,38.842
17/07/2014 22:59,38.904
18/07/2014 00:29,38.717
18/07/2014 01:59,38.78
18/07/2014 03:29,38.904
18/07/2014 04:59,38.78
18/07/2014 06:29,38.717
18/07/2014 07:59,38.655
18/07/2014 09:29,39.216
18/07/2014 10:59,39.465
18/07/2014 12:29,39.153
18/07/2014 13:59,38.53
18/07/2014 15:29,38.78
18/07/2014 16:59,39.029
18/07/2014 18:29,38.967
18/07/2014 19:59,38.842
18/07/2014 21:29,38.78
18/07/2014 22:59,39.652
19/07/2014 00:29,39.216
19/07/2014 01:59,39.029
19/07/2014 03:29,39.278
19/07/2014 04:59,38.967
19/07/2014 06:29,39.091
19/07/2014 07:59,39.278
19/07/2014 09:29,39.278
19/07/2014 10:59,39.153
19/07/2014 12:29,39.029
19/07/2014 13:59,38.593
19/07/2014 15:29,39.216
19/07/2014 16:59,39.216
19/07/2014 18:29,38.967
19/07/2014 19:59,38.655
19/07/2014 21:29,38.904
19/07/2014 22:59,39.153
20/07/2014 00:29,39.278
20/07/2014 01:59,39.278
20/07/2014 03:29,39.59
20/07/2014 04:59,39.34
20/07/2014 06:29,39.216
20/07/2014 07:59,39.527
20/07/2014 09:29,39.465
20/07/2014 10:59,39.091
20/07/2014 12:29,38.593
20/07/2014 13:59,38.842
20/07/2014 15:29,39.153
20/07/2014 16:59,39.403
20/07/2014 18:29,39.278
20/07/2014 19:59,38.78
20/07/2014 21:29,38.717
20/07/2014 22:59,38.967
21/07/2014 00:29,38.967
21/07/2014 01:59,39.34
21/07/2014 03:29,39.403
21/07/2014 04:59,39.216
21/07/2014 06:29,39.278
21/07/2014 07:59,39.527
21/07/2014 09:29,39.029
21/07/2014 10:59,39.34
21/07/2014 12:29,39.34
21/07/2014 13:59,39.091
21/07/2014 15:29,39.091
21/07/2014 16:59,39.34
21/07/2014 18:29,39.153
21/07/2014 19:59,39.153
21/07/2014 21:29,39.652
21/07/2014 22:59,39.153
22/07/2014 00:29,39.153
22/07/2014 01:59,39.091
22/07/2014 03:29,39.465
22/07/2014 04:59,39.403
22/07/2014 06:29,39.091
22/07/2014 07:59,39.403
22/07/2014 09:29,39.216
22/07/2014 10:59,39.278
22/07/2014 12:29,39.527
22/07/2014 13:59,39.216
22/07/2014 15:29,38.967
22/07/2014 16:59,39.216
22/07/2014 18:29,39.029
22/07/2014 19:59,38.967
22/07/2014 21:29,38.78
22/07/2014 22:59,38.78
23/07/2014 00:29,38.78
23/07/2014 01:59,39.091
23/07/2014 03:29,39.278
23/07/2014 04:59,39.34
23/07/2014 06:29,39.278
23/07/2014 07:59,39.527
23/07/2014 09:29,39.091
23/07/2014 10:59,39.029
23/07/2014 12:29,39.216
23/07/2014 13:59,39.403
23/07/2014 15:29,38.842
23/07/2014 16:59,39.029
23/07/2014 18:29,38.655
23/07/2014 19:59,38.78
23/07/2014 21:29,38.593
23/07/2014 22:59,38.53
24/07/2014 00:29,38.655
24/07/2014 01:59,38.655
24/07/2014 03:29,38.967
24/07/2014 04:59,38.78
24/07/2014 06:29,38.967
24/07/2014 07:59,39.091
24/07/2014 09:29,39.153
24/07/2014 10:59,38.967
24/07/2014 12:29,38.967
24/07/2014 13:59,38.717
24/07/2014 15:29,39.091
24/07/2014 16:59,38.967
24/07/2014 18:29,39.278
24/07/2014 19:59,38.78
24/07/2014 21:29,39.59
24/07/2014 22:59,39.34
25/07/2014 00:29,39.029
25/07/2014 01:59,38.842
25/07/2014 03:29,38.842
25/07/2014 04:59,38.717
25/07/2014 06:29,39.153
25/07/2014 07:59,39.153
25/07/2014 09:29,38.967
25/07/2014 10:59,38.717
25/07/2014 12:29,38.904
25/07/2014 13:59,38.655
25/07/2014 15:29,38.842
25/07/2014 16:59,39.278
25/07/2014 18:29,38.904
25/07/2014 19:59,39.153
25/07/2014 21:29,39.091
25/07/2014 22:59,39.34
26/07/2014 00:29,38.655
26/07/2014 01:59,38.655
26/07/2014 03:29,38.842
26/07/2014 04:59,39.34
26/07/2014 06:29,38.842
26/07/2014 07:59,38.53
26/07/2014 09:29,39.153
26/07/2014 10:59,39.091
26/07/2014 12:29,38.655
26/07/2014 13:59,38.967
26/07/2014 15:29,39.091
26/07/2014 16:59,39.34
26/07/2014 18:29,39.029
26/07/2014 19:59,38.967
26/07/2014 21:29,39.465
26/07/2014 22:59,39.278
27/07/2014 00:29,39.278
27/07/2014 01:59,39.153
27/07/2014 03:29,38.842
27/07/2014 04:59,38.967
27/07/2014 06:29,39.153
27/07/2014 07:59,39.34
27/07/2014 09:29,39.403
27/07/2014 10:59,39.216
27/07/2014 12:29,38.593
27/07/2014 13:59,38.219
27/07/2014 15:29,38.842
27/07/2014 16:59,39.153
27/07/2014 18:29,38.842
27/07/2014 19:59,38.655
27/07/2014 21:29,39.527
27/07/2014 22:59,39.029
28/07/2014 00:29,39.029
28/07/2014 01:59,39.278
28/07/2014 03:29,39.403
28/07/2014 04:59,39.278
28/07/2014 06:29,39.153
28/07/2014 07:59,39.091
28/07/2014 09:29,39.34
28/07/2014 10:59,39.278
28/07/2014 12:29,38.904
28/07/2014 13:59,38.219
28/07/2014 15:29,38.967
28/07/2014 16:59,39.091
28/07/2014 18:29,39.091
28/07/2014 19:59,38.593
28/07/2014 21:29,39.403
28/07/2014 22:59,39.777
29/07/2014 00:29,39.278
29/07/2014 01:59,39.34
29/07/2014 03:29,38.468
29/07/2014 04:59,38.842
29/07/2014 06:29,38.281
29/07/2014 07:59,37.782
29/07/2014 09:29,38.032
29/07/2014 10:59,37.782
29/07/2014 12:29,37.845
29/07/2014 13:59,38.156
29/07/2014 15:29,38.343
29/07/2014 16:59,38.281
29/07/2014 18:29,37.658
29/07/2014 19:59,38.094
29/07/2014 21:29,38.655
29/07/2014 22:59,38.904
30/07/2014 00:29,38.281
30/07/2014 01:59,38.78
30/07/2014 03:29,39.527
30/07/2014 04:59,38.78
30/07/2014 06:29,38.219
30/07/2014 07:59,38.281
30/07/2014 09:29,38.219
30/07/2014 10:59,38.032
30/07/2014 12:29,37.408
30/07/2014 13:59,38.032
30/07/2014 15:29,38.156
30/07/2014 16:59,37.845
30/07/2014 18:29,37.72
30/07/2014 19:59,38.156
30/07/2014 21:29,39.34
30/07/2014 22:59,38.717
31/07/2014 00:29,38.593
31/07/2014 01:59,38.78
31/07/2014 03:29,39.278
31/07/2014 04:59,39.029
31/07/2014 06:29,38.717
31/07/2014 07:59,38.468
31/07/2014 09:29,38.593
31/07/2014 10:59,38.53
31/07/2014 12:29,38.094
31/07/2014 13:59,37.595
31/07/2014 15:29,38.219
31/07/2014 16:59,38.094
31/07/2014 18:29,37.72
31/07/2014 19:59,38.219
31/07/2014 21:29,38.967
31/07/2014 22:59,39.153
01/08/2014 00:29,39.278
01/08/2014 01:59,39.153
01/08/2014 03:29,39.34
01/08/2014 04:59,39.029
01/08/2014 06:29,38.717
01/08/2014 07:59,38.343
01/08/2014 09:29,38.468
01/08/2014 10:59,38.156
01/08/2014 12:29,37.969
01/08/2014 13:59,38.156
01/08/2014 15:29,37.72
01/08/2014 16:59,38.094
01/08/2014 18:29,37.845
01/08/2014 19:59,38.406
01/08/2014 21:29,39.216
01/08/2014 22:59,39.527
02/08/2014 00:29,39.34
02/08/2014 01:59,39.901
02/08/2014 03:29,39.777
02/08/2014 04:59,39.714
02/08/2014 06:29,38.904
02/08/2014 07:59,38.219
02/08/2014 09:29,38.281
02/08/2014 10:59,38.281
02/08/2014 12:29,38.094
02/08/2014 13:59,38.032
02/08/2014 15:29,37.782
02/08/2014 16:59,37.221
02/08/2014 18:29,37.533
02/08/2014 19:59,38.094
02/08/2014 21:29,39.216
02/08/2014 22:59,39.216
03/08/2014 00:29,39.527
03/08/2014 01:59,40.462
03/08/2014 03:29,39.652
03/08/2014 04:59,39.59
03/08/2014 06:29,39.091
03/08/2014 07:59,38.78
03/08/2014 09:29,38.655
03/08/2014 10:59,38.406
03/08/2014 12:29,38.53
03/08/2014 13:59,38.655
03/08/2014 15:29,38.156
03/08/2014 16:59,38.406
03/08/2014 18:29,38.406
03/08/2014 19:59,38.219
03/08/2014 21:29,39.465
03/08/2014 22:59,39.964
04/08/2014 00:29,39.34
04/08/2014 01:59,39.465
04/08/2014 03:29,39.216
04/08/2014 04:59,38.094
04/08/2014 06:29,38.281
04/08/2014 07:59,38.593
04/08/2014 09:29,37.969
04/08/2014 10:59,37.907
04/08/2014 12:29,37.907
04/08/2014 13:59,38.53
04/08/2014 15:29,38.281
04/08/2014 16:59,37.969
04/08/2014 18:29,37.471
04/08/2014 19:59,38.219
04/08/2014 21:29,39.465
04/08/2014 22:59,38.655
05/08/2014 00:29,38.593
05/08/2014 01:59,39.029
05/08/2014 03:29,39.403
05/08/2014 04:59,39.091
05/08/2014 06:29,38.343
05/08/2014 07:59,38.281
05/08/2014 09:29,38.219
05/08/2014 10:59,37.658
05/08/2014 12:29,38.094
05/08/2014 13:59,37.72
05/08/2014 15:29,37.845
05/08/2014 16:59,38.219
05/08/2014 18:29,37.595
05/08/2014 19:59,37.845
05/08/2014 21:29,38.406
05/08/2014 22:59,38.468
06/08/2014 00:29,38.78
06/08/2014 01:59,39.091
06/08/2014 03:29,38.53
06/08/2014 04:59,38.655
06/08/2014 06:29,38.343
06/08/2014 07:59,38.032
06/08/2014 09:29,38.281
06/08/2014 10:59,37.907
06/08/2014 12:29,37.72
06/08/2014 13:59,37.969
06/08/2014 15:29,37.907
06/08/2014 16:59,38.094
06/08/2014 18:29,37.907
06/08/2014 19:59,38.094
06/08/2014 21:29,39.216
06/08/2014 22:59,39.59
07/08/2014 00:29,39.652
07/08/2014 01:59,39.777
07/08/2014 03:29,40.462
07/08/2014 04:59,39.714
07/08/2014 06:29,38.78
07/08/2014 07:59,38.717
07/08/2014 09:29,38.53
07/08/2014 10:59,38.032
07/08/2014 12:29,37.907
07/08/2014 13:59,37.658
07/08/2014 15:29,37.595
07/08/2014 16:59,37.595
07/08/2014 18:29,37.72
07/08/2014 19:59,38.53
07/08/2014 21:29,38.717
07/08/2014 22:59,38.904
08/08/2014 00:29,39.153
08/08/2014 01:59,39.465
08/08/2014 03:29,38.904
08/08/2014 04:59,38.343
08/08/2014 06:29,38.343
08/08/2014 07:59,38.468
08/08/2014 09:29,37.907
08/08/2014 10:59,38.406
08/08/2014 12:29,37.595
08/08/2014 13:59,38.032
08/08/2014 15:29,37.72
08/08/2014 16:59,37.72
08/08/2014 18:29,37.782
08/08/2014 19:59,38.281
08/08/2014 21:29,39.216
08/08/2014 22:59,39.216
09/08/2014 00:29,39.278
09/08/2014 01:59,39.527
09/08/2014 03:29,38.655
09/08/2014 04:59,39.59
09/08/2014 06:29,38.219
09/08/2014 07:59,38.156
09/08/2014 09:29,38.406
09/08/2014 10:59,38.281
09/08/2014 12:29,37.72
09/08/2014 13:59,37.845
09/08/2014 15:29,37.782
09/08/2014 16:59,37.533
09/08/2014 18:29,37.595
09/08/2014 19:59,37.533
09/08/2014 21:29,38.904
09/08/2014 22:59,38.53
10/08/2014 00:29,38.717
10/08/2014 01:59,38.156
10/08/2014 03:29,38.406
10/08/2014 04:59,38.281
10/08/2014 06:29,38.219
10/08/2014 07:59,38.219
10/08/2014 09:29,38.219
10/08/2014 10:59,38.281
10/08/2014 12:29,37.969
10/08/2014 13:59,37.72
10/08/2014 15:29,37.845
10/08/2014 16:59,37.845
10/08/2014 18:29,37.969
10/08/2014 19:59,38.406
10/08/2014 21:29,39.153
10/08/2014 22:59,39.029
11/08/2014 00:29,39.527
11/08/2014 01:59,38.904
11/08/2014 03:29,38.655
11/08/2014 04:59,38.78
11/08/2014 06:29,38.468
11/08/2014 07:59,38.78
11/08/2014 09:29,38.219
11/08/2014 10:59,38.281
11/08/2014 12:29,37.845
11/08/2014 13:59,37.845
11/08/2014 15:29,38.094
11/08/2014 16:59,37.533
11/08/2014 18:29,37.533
11/08/2014 19:59,37.782
11/08/2014 21:29,39.34
11/08/2014 22:59,38.78
12/08/2014 00:29,39.34
12/08/2014 01:59,39.278
12/08/2014 03:29,38.904
12/08/2014 04:59,38.219
12/08/2014 06:29,38.219
12/08/2014 07:59,38.094
12/08/2014 09:29,38.219
12/08/2014 10:59,38.406
12/08/2014 12:29,37.845
12/08/2014 13:59,37.907
12/08/2014 15:29,38.219
12/08/2014 16:59,37.969
12/08/2014 18:29,38.406
12/08/2014 19:59,37.845
12/08/2014 21:29,39.34
12/08/2014 22:59,39.465
13/08/2014 00:29,38.78
13/08/2014 01:59,39.153
13/08/2014 03:29,39.59
13/08/2014 04:59,38.967
13/08/2014 06:29,38.156
13/08/2014 07:59,38.53
13/08/2014 09:29,37.782
13/08/2014 10:59,38.094
13/08/2014 12:29,37.907
13/08/2014 13:59,38.219
13/08/2014 15:29,38.468
13/08/2014 16:59,38.593
13/08/2014 18:29,37.658
13/08/2014 19:59,38.468
13/08/2014 21:29,38.468
13/08/2014 22:59,38.904
14/08/2014 00:29,38.904
14/08/2014 01:59,38.78
14/08/2014 03:29,39.153
14/08/2014 04:59,40.337
14/08/2014 06:29,38.967
14/08/2014 07:59,38.78
14/08/2014 09:29,39.029
14/08/2014 10:59,38.842
14/08/2014 12:29,39.029
14/08/2014 13:59,39.029
14/08/2014 15:29,39.153
14/08/2014 16:59,39.029
14/08/2014 18:29,38.717
14/08/2014 19:59,39.091
14/08/2014 21:29,38.967
14/08/2014 22:59,39.403
15/08/2014 00:29,39.527
15/08/2014 01:59,39.59
15/08/2014 03:29,39.34
15/08/2014 04:59,39.34
15/08/2014 06:29,39.091
15/08/2014 07:59,38.842
15/08/2014 09:29,38.842
15/08/2014 10:59,38.967
15/08/2014 12:29,38.78
15/08/2014 13:59,38.717
15/08/2014 15:29,38.343
15/08/2014 16:59,38.53
15/08/2014 18:29,37.845
15/08/2014 19:59,38.094
15/08/2014 21:29,38.032
15/08/2014 22:59,39.403
16/08/2014 00:29,39.652
16/08/2014 01:59,39.153
16/08/2014 03:29,39.153
16/08/2014 04:59,39.029
16/08/2014 06:29,38.343
16/08/2014 07:59,38.593
16/08/2014 09:29,38.094
16/08/2014 10:59,38.281
16/08/2014 12:29,38.094
16/08/2014 13:59,38.343
16/08/2014 15:29,37.907
16/08/2014 16:59,38.032
16/08/2014 18:29,38.094
16/08/2014 19:59,38.406
16/08/2014 21:29,39.029
16/08/2014 22:59,39.714
17/08/2014 00:29,38.842
17/08/2014 01:59,39.777
17/08/2014 03:29,40.213
17/08/2014 04:59,40.026
17/08/2014 06:29,38.53
17/08/2014 07:59,38.343
17/08/2014 09:29,38.53
17/08/2014 10:59,38.593
17/08/2014 12:29,38.343
17/08/2014 13:59,38.094
17/08/2014 15:29,38.094
17/08/2014 16:59,38.156
17/08/2014 18:29,37.782
17/08/2014 19:59,39.091
17/08/2014 21:29,38.967
17/08/2014 22:59,39.527
18/08/2014 00:29,40.15
18/08/2014 01:59,39.777
18/08/2014 03:29,40.587
18/08/2014 04:59,40.026
18/08/2014 06:29,38.78
18/08/2014 07:59,38.593
18/08/2014 09:29,38.156
18/08/2014 10:59,38.094
18/08/2014 12:29,38.094
18/08/2014 13:59,38.094
18/08/2014 15:29,38.032
18/08/2014 16:59,38.343
18/08/2014 18:29,38.343
18/08/2014 19:59,38.78
18/08/2014 21:29,38.842
18/08/2014 22:59,39.34
19/08/2014 00:29,39.091
19/08/2014 01:59,39.029
19/08/2014 03:29,40.711
19/08/2014 04:59,39.34
19/08/2014 06:29,38.78
19/08/2014 07:59,38.53
19/08/2014 09:29,38.406
19/08/2014 10:59,38.593
19/08/2014 12:29,38.156
19/08/2014 13:59,38.094
19/08/2014 15:29,37.907
19/08/2014 16:59,38.156
19/08/2014 18:29,37.595
19/08/2014 19:59,38.343
19/08/2014 21:29,38.967
19/08/2014 22:59,39.714
20/08/2014 00:29,39.403
20/08/2014 01:59,40.15
20/08/2014 03:29,39.839
20/08/2014 04:59,40.462
20/08/2014 06:29,38.904
20/08/2014 07:59,38.343
20/08/2014 09:29,38.717
20/08/2014 10:59,38.156
20/08/2014 12:29,38.094
20/08/2014 13:59,38.343
20/08/2014 15:29,37.907
20/08/2014 16:59,38.156
20/08/2014 18:29,38.094
20/08/2014 19:59,38.343
20/08/2014 21:29,39.216
20/08/2014 22:59,39.465
21/08/2014 00:29,39.216
21/08/2014 01:59,39.59
21/08/2014 03:29,39.714
21/08/2014 04:59,39.652
21/08/2014 06:29,38.967
21/08/2014 07:59,38.717
21/08/2014 09:29,38.78
21/08/2014 10:59,38.53
21/08/2014 12:29,38.406
21/08/2014 13:59,38.219
21/08/2014 15:29,37.845
21/08/2014 16:59,38.219
21/08/2014 18:29,38.156
21/08/2014 19:59,39.029
21/08/2014 21:29,39.34
21/08/2014 22:59,39.153
22/08/2014 00:29,40.275
22/08/2014 01:59,40.4
22/08/2014 03:29,41.147
22/08/2014 04:59,39.964
22/08/2014 06:29,38.967
22/08/2014 07:59,38.717
22/08/2014 09:29,38.593
22/08/2014 10:59,38.842
22/08/2014 12:29,38.468
22/08/2014 13:59,38.156
22/08/2014 15:29,37.907
22/08/2014 16:59,38.219
22/08/2014 18:29,38.219
22/08/2014 19:59,38.343
22/08/2014 21:29,39.34
22/08/2014 22:59,39.465
23/08/2014 00:29,40.15
23/08/2014 01:59,39.652
23/08/2014 03:29,40.213
23/08/2014 04:59,39.465
23/08/2014 06:29,38.967
23/08/2014 07:59,38.78
23/08/2014 09:29,38.468
23/08/2014 10:59,38.406
23/08/2014 12:29,38.219
23/08/2014 13:59,38.78
23/08/2014 15:29,38.655
23/08/2014 16:59,38.53
23/08/2014 18:29,38.53
23/08/2014 19:59,38.468
23/08/2014 21:29,38.842
23/08/2014 22:59,39.59
24/08/2014 00:29,39.59
24/08/2014 01:59,39.714
24/08/2014 03:29,39.839
24/08/2014 04:59,40.275
24/08/2014 06:29,39.216
24/08/2014 07:59,39.34
24/08/2014 09:29,39.278
24/08/2014 10:59,38.717
24/08/2014 12:29,38.904
24/08/2014 13:59,38.904
24/08/2014 15:29,38.78
24/08/2014 16:59,38.967
24/08/2014 18:29,38.593
24/08/2014 19:59,38.655
24/08/2014 21:29,39.527
24/08/2014 22:59,39.652
25/08/2014 00:29,38.967
25/08/2014 01:59,38.717
25/08/2014 03:29,38.281
25/08/2014 04:59,38.094
25/08/2014 06:29,38.406
25/08/2014 07:59,38.717
25/08/2014 09:29,38.655
25/08/2014 10:59,38.156
25/08/2014 12:29,37.907
25/08/2014 13:59,38.094
25/08/2014 15:29,38.219
25/08/2014 16:59,38.219
25/08/2014 18:29,37.907
25/08/2014 19:59,38.593
25/08/2014 21:29,39.839
25/08/2014 22:59,38.842
26/08/2014 00:29,38.219
26/08/2014 01:59,38.655
26/08/2014 03:29,38.593
26/08/2014 04:59,38.53
26/08/2014 06:29,38.53
26/08/2014 07:59,38.593
26/08/2014 09:29,38.53
26/08/2014 10:59,38.343
26/08/2014 12:29,38.593
26/08/2014 13:59,38.78
26/08/2014 15:29,38.53
26/08/2014 16:59,38.904
26/08/2014 18:29,38.219
26/08/2014 19:59,38.219
26/08/2014 21:29,38.593
26/08/2014 22:59,38.468
27/08/2014 00:29,38.904
27/08/2014 01:59,38.842
27/08/2014 03:29,38.904
27/08/2014 04:59,38.655
27/08/2014 06:29,38.406
27/08/2014 07:59,38.904
27/08/2014 09:29,38.219
27/08/2014 10:59,38.032
27/08/2014 12:29,38.593
27/08/2014 13:59,38.281
27/08/2014 15:29,37.907
27/08/2014 16:59,38.717
27/08/2014 18:29,38.156
27/08/2014 19:59,38.156
27/08/2014 21:29,39.153
27/08/2014 22:59,38.904
28/08/2014 00:29,39.278
28/08/2014 01:59,38.53
28/08/2014 03:29,39.029
28/08/2014 04:59,39.278
28/08/2014 06:29,38.281
28/08/2014 07:59,38.717
28/08/2014 09:29,38.343
28/08/2014 10:59,37.969
28/08/2014 12:29,38.156
28/08/2014 13:59,38.094
28/08/2014 15:29,38.406
28/08/2014 16:59,38.343
28/08/2014 18:29,38.281
28/08/2014 19:59,38.406
28/08/2014 21:29,38.593
28/08/2014 22:59,39.59
29/08/2014 00:29,38.78
29/08/2014 01:59,38.717
29/08/2014 03:29,39.59
29/08/2014 04:59,38.967
29/08/2014 06:29,38.406
29/08/2014 07:59,38.406
29/08/2014 09:29,38.593
29/08/2014 10:59,38.593
29/08/2014 12:29,38.406
29/08/2014 13:59,38.468
29/08/2014 15:29,38.406
29/08/2014 16:59,38.219
29/08/2014 18:29,38.219
29/08/2014 19:59,38.655
29/08/2014 21:29,38.717
29/08/2014 22:59,39.091
30/08/2014 00:29,40.15
30/08/2014 01:59,39.153
30/08/2014 03:29,39.901
30/08/2014 04:59,39.278
30/08/2014 06:29,38.343
30/08/2014 07:59,38.094
30/08/2014 09:29,38.281
30/08/2014 10:59,38.156
30/08/2014 12:29,38.094
30/08/2014 13:59,38.219
30/08/2014 15:29,38.406
30/08/2014 16:59,38.343
30/08/2014 18:29,37.782
30/08/2014 19:59,38.717
30/08/2014 21:29,39.029
30/08/2014 22:59,39.153
31/08/2014 00:29,39.839
31/08/2014 01:59,39.216
31/08/2014 03:29,39.652
31/08/2014 04:59,39.278
31/08/2014 06:29,38.967
31/08/2014 07:59,38.842
31/08/2014 09:29,38.842
31/08/2014 10:59,38.593
31/08/2014 12:29,38.717
31/08/2014 13:59,38.406
31/08/2014 15:29,38.717
31/08/2014 16:59,38.281
31/08/2014 18:29,38.219
31/08/2014 19:59,38.717
31/08/2014 21:29,39.964
31/08/2014 22:59,39.34
01/09/2014 00:29,39.527
01/09/2014 01:59,38.842
01/09/2014 03:29,39.216
01/09/2014 04:59,39.527
01/09/2014 06:29,38.655
01/09/2014 07:59,39.153
01/09/2014 09:29,38.78
01/09/2014 10:59,38.717
01/09/2014 12:29,38.53
01/09/2014 13:59,38.406
01/09/2014 15:29,38.094
01/09/2014 16:59,38.281
01/09/2014 18:29,38.343
01/09/2014 19:59,38.468
01/09/2014 21:29,39.527
01/09/2014 22:59,39.465
02/09/2014 00:29,39.59
02/09/2014 01:59,39.216
02/09/2014 03:29,39.216
02/09/2014 04:59,39.278
02/09/2014 06:29,38.717
02/09/2014 07:59,38.593
02/09/2014 09:29,38.593
02/09/2014 10:59,38.655
02/09/2014 12:29,38.343
02/09/2014 13:59,38.593
02/09/2014 15:29,38.655
02/09/2014 16:59,38.343
02/09/2014 18:29,38.094
02/09/2014 19:59,38.343
02/09/2014 21:29,38.655
02/09/2014 22:59,38.717
03/09/2014 00:29,38.904
03/09/2014 01:59,39.029
03/09/2014 03:29,39.278
03/09/2014 04:59,39.777
03/09/2014 06:29,38.842
03/09/2014 07:59,38.53
03/09/2014 09:29,38.406
03/09/2014 10:59,38.842
03/09/2014 12:29,38.281
03/09/2014 13:59,38.593
03/09/2014 15:29,38.904
03/09/2014 16:59,38.78
03/09/2014 18:29,38.468
03/09/2014 19:59,38.468
03/09/2014 21:29,39.153
03/09/2014 22:59,39.964
04/09/2014 00:29,39.652
04/09/2014 01:59,38.842
04/09/2014 03:29,39.278
04/09/2014 04:59,39.59
04/09/2014 06:29,38.717
04/09/2014 07:59,38.593
04/09/2014 09:29,38.593
04/09/2014 10:59,38.78
04/09/2014 12:29,38.343
04/09/2014 13:59,38.904
04/09/2014 15:29,38.53
04/09/2014 16:59,38.468
04/09/2014 18:29,38.343
04/09/2014 19:59,38.717
04/09/2014 21:29,38.717
04/09/2014 22:59,39.652
05/09/2014 00:29,39.34
05/09/2014 01:59,39.091
05/09/2014 03:29,38.842
05/09/2014 04:59,38.842
05/09/2014 06:29,38.655
05/09/2014 07:59,38.593
05/09/2014 09:29,38.281
05/09/2014 10:59,38.406
05/09/2014 12:29,38.593
05/09/2014 13:59,38.904
05/09/2014 15:29,38.904
05/09/2014 16:59,38.78
05/09/2014 18:29,38.842
05/09/2014 19:59,38.78
05/09/2014 21:29,38.842
05/09/2014 22:59,39.216
06/09/2014 00:29,38.904
06/09/2014 01:59,39.34
06/09/2014 03:29,39.403
06/09/2014 04:59,39.153
06/09/2014 06:29,39.091
06/09/2014 07:59,39.34
06/09/2014 09:29,39.153
06/09/2014 10:59,38.842
06/09/2014 12:29,38.967
06/09/2014 13:59,38.967
06/09/2014 15:29,38.904
06/09/2014 16:59,38.967
06/09/2014 18:29,38.593
06/09/2014 19:59,38.593
06/09/2014 21:29,39.34
06/09/2014 22:59,38.967
07/09/2014 00:29,38.717
07/09/2014 01:59,38.842
07/09/2014 03:29,39.153
07/09/2014 04:59,39.216
07/09/2014 06:29,38.53
07/09/2014 07:59,38.78
07/09/2014 09:29,38.53
07/09/2014 10:59,38.406
07/09/2014 12:29,38.717
07/09/2014 13:59,38.53
07/09/2014 15:29,38.343
07/09/2014 16:59,38.593
07/09/2014 18:29,38.406
07/09/2014 19:59,38.343
07/09/2014 21:29,38.717
07/09/2014 22:59,39.278
08/09/2014 00:29,39.59
08/09/2014 01:59,39.652
08/09/2014 03:29,39.216
08/09/2014 04:59,39.652
08/09/2014 06:29,39.091
08/09/2014 07:59,38.655
08/09/2014 09:29,38.717
08/09/2014 10:59,38.593
08/09/2014 12:29,37.907
08/09/2014 13:59,38.343
08/09/2014 15:29,38.53
08/09/2014 16:59,38.593
08/09/2014 18:29,38.78
